animal_id,breed,age_years,weight_kg,lactation_number,timestamp,day,body_temp,heart_rate,respiratory_rate,activity_level,rumination_min,feed_intake,water_intake,milk_yield,lying_time,steps_count,gait_score,stance_symmetry,stride_length,health_status,disease_type,is_anomaly,ambient_temp,humidity_pct,thi_index
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-04 19:23:00,3,38.83,65.47,23.18,57.71,404.42,25.7,78.63,27.77,12.94,4108.68,1.1,0.927,1.58,0,None,0,23.6,83.9,73.0
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-05 08:58:00,4,38.45,66.48,23.21,62.49,416.27,19.17,48.39,27.4,12.18,4442.19,1.2,0.93,1.67,0,None,0,37.3,83.4,95.3
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-06 14:12:00,5,39.25,68.71,26.75,55.29,481.76,19.69,60.62,12.41,13.81,3940.64,1.3,0.979,1.56,0,None,0,39.3,57.1,92.1
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-07 17:14:00,6,39.32,52.19,25.66,61.62,465.36,25.66,42.24,24.28,11.67,2358.94,1.4,0.91,1.6,0,None,0,39.1,47.6,89.4
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-08 17:28:00,7,39.36,55.81,19.61,85.07,411.62,20.15,54.56,27.74,10.74,4648.33,1.4,0.974,1.41,0,None,0,38.6,70.8,94.4
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-09 19:14:00,8,38.81,49.46,22.41,58.94,490.41,17.74,42.54,21.93,11.23,4365.08,1.0,0.924,1.7,0,None,0,33.1,75.1,86.9
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-10 15:39:00,9,38.29,52.36,20.27,51.04,396.53,23.87,48.5,15.11,12.76,2203.48,1.4,0.97,1.65,0,None,0,23.4,84.7,72.7
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-11 09:05:00,10,39.24,60.5,25.78,80.17,412.15,24.47,61.31,16.27,13.99,2605.83,1.3,0.983,1.62,0,None,0,28.2,58.6,77.0
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-12 09:59:00,11,38.38,73.43,26.48,65.89,461.33,27.23,64.26,25.34,13.58,2558.48,1.2,0.924,1.56,0,None,0,28.5,69.6,79.0
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-13 11:16:00,12,38.7,71.87,16.95,58.6,390.5,21.11,71.91,22.95,12.8,2089.06,1.4,0.989,1.65,0,None,0,25.7,45.6,72.1
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-14 07:13:00,13,38.37,61.14,28.7,60.65,400.79,27.89,75.08,19.43,12.9,2362.65,1.3,0.998,1.53,0,None,0,37.6,48.9,87.8
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-15 07:00:00,14,39.23,60.18,24.33,51.8,513.43,20.39,67.66,13.51,12.63,4631.99,1.4,0.989,1.53,0,None,0,36.5,78.1,92.9
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-16 14:22:00,15,38.75,72.81,14.78,60.47,472.76,21.58,54.69,16.15,12.62,3723.53,1.4,0.951,1.5,0,None,0,28.8,59.9,78.1
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-17 10:14:00,16,39.76,87.44,30.35,41.94,402.74,17.44,49.48,26.06,12.23,4054.22,2.4,0.881,1.28,1,BRD,1,29.4,82.0,82.2
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-18 13:23:00,17,40.02,92.41,40.7,36.26,273.54,10.18,69.19,13.89,10.19,3737.5,2.2,0.758,1.34,2,BRD,1,26.2,67.0,75.3
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-19 11:07:00,18,39.7,65.63,35.6,46.5,311.23,16.89,67.74,13.23,11.74,4068.9,2.0,0.885,1.22,1,BRD,1,30.0,70.0,81.3
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-20 12:05:00,19,39.32,74.06,18.0,81.55,503.12,21.17,42.29,24.38,11.39,4477.67,1.1,0.976,1.44,0,None,0,24.6,58.4,72.0
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-21 13:20:00,20,38.33,45.45,29.65,65.18,436.0,18.81,65.26,23.63,10.35,4993.52,1.5,0.923,1.61,0,None,0,23.1,65.5,70.6
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-22 12:39:00,21,39.16,65.69,22.59,80.88,441.55,21.91,73.8,12.47,11.63,2778.53,1.4,0.919,1.4,0,None,0,31.9,62.7,82.9
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-23 09:54:00,22,38.46,44.78,24.94,79.08,435.83,27.66,72.49,13.49,11.0,4342.41,1.2,0.946,1.53,0,None,0,37.9,45.3,87.4
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-24 17:00:00,23,38.81,73.07,16.58,63.19,441.66,23.14,73.12,13.23,12.07,2698.27,1.5,0.905,1.69,0,None,0,27.8,46.3,74.8
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-25 16:39:00,24,38.42,59.47,24.5,54.9,433.2,23.28,50.66,28.69,10.21,4904.5,1.5,0.93,1.47,0,None,0,39.6,77.4,97.6
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-26 19:06:00,25,38.5,69.84,19.56,53.99,472.59,21.42,57.18,23.32,10.5,3313.7,1.1,0.975,1.66,0,None,0,37.8,72.9,93.7
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-27 14:09:00,26,39.1,73.84,20.91,69.69,497.83,26.48,71.15,27.24,10.23,3228.77,1.1,0.913,1.51,0,None,0,29.2,83.7,82.1
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-28 18:13:00,27,39.09,67.86,16.55,70.84,386.26,19.21,68.26,21.19,11.52,2672.83,1.2,0.932,1.45,0,None,0,25.2,74.3,74.6
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-29 19:59:00,28,38.77,61.87,20.54,61.34,454.69,21.19,73.52,15.28,12.04,2412.78,1.2,0.945,1.45,0,None,0,33.0,46.8,81.5
KS-0001,Holstein Friesian,8.0,492.3,0,2025-01-30 09:23:00,29,38.8,70.72,29.3,78.21,418.03,18.43,63.23,17.96,13.08,4183.13,1.3,0.978,1.59,0,None,0,24.6,76.3,73.9
KS-0002,Gir,3.5,451.5,2,2025-01-01 17:56:00,0,38.5,40.4,16.82,74.19,411.94,22.33,62.12,23.23,11.68,2355.42,1.1,0.989,1.49,0,None,0,36.2,45.6,85.3
KS-0002,Gir,3.5,451.5,2,2025-01-02 16:09:00,1,39.38,54.76,28.56,76.59,383.51,19.45,50.29,25.74,12.16,3037.88,1.2,0.936,1.53,0,None,0,29.9,49.8,78.0
KS-0002,Gir,3.5,451.5,2,2025-01-03 17:09:00,2,38.4,53.62,19.97,70.56,461.07,19.35,76.93,15.96,10.15,3137.99,1.2,0.981,1.49,0,None,0,39.8,64.3,94.6
KS-0002,Gir,3.5,451.5,2,2025-01-04 10:20:00,3,39.11,43.1,15.29,63.66,512.76,26.98,44.65,17.92,11.03,3583.07,1.1,0.994,1.62,0,None,0,29.8,68.9,80.9
KS-0002,Gir,3.5,451.5,2,2025-01-05 06:04:00,4,39.16,73.36,19.81,49.49,473.15,28.09,48.32,19.01,13.57,2715.22,1.4,0.899,1.51,0,None,0,26.1,59.1,74.2
KS-0002,Gir,3.5,451.5,2,2025-01-06 19:34:00,5,38.75,41.85,21.44,83.56,498.01,27.92,66.49,21.93,12.42,2345.01,1.0,0.984,1.43,0,None,0,32.8,43.2,80.6
KS-0002,Gir,3.5,451.5,2,2025-01-07 17:07:00,6,39.25,53.66,28.25,58.85,489.09,23.49,49.44,20.86,10.27,4538.43,1.2,0.919,1.59,0,None,0,34.2,46.6,83.0
KS-0002,Gir,3.5,451.5,2,2025-01-08 09:21:00,7,39.16,77.95,19.31,49.95,387.83,20.43,57.65,22.27,11.78,3614.72,1.3,0.929,1.53,0,None,0,29.1,42.2,75.9
KS-0002,Gir,3.5,451.5,2,2025-01-09 14:08:00,8,39.19,51.49,28.6,70.07,508.47,19.95,74.72,24.38,11.09,4203.93,1.0,0.989,1.63,0,None,0,33.9,44.6,82.2
KS-0002,Gir,3.5,451.5,2,2025-01-10 17:39:00,9,39.14,66.61,25.53,49.14,469.63,26.89,69.01,14.29,9.91,3419.27,1.3,0.974,1.6,0,None,0,29.7,73.6,81.4
KS-0002,Gir,3.5,451.5,2,2025-01-11 12:08:00,10,38.66,72.67,27.26,79.92,426.91,24.08,66.89,24.0,11.69,2409.3,1.1,0.905,1.51,0,None,0,23.3,60.5,70.4
KS-0002,Gir,3.5,451.5,2,2025-01-12 06:48:00,11,39.01,49.73,30.39,54.6,448.0,27.55,54.49,12.29,12.88,4678.95,1.1,0.989,1.57,0,None,0,28.1,67.1,78.1
KS-0002,Gir,3.5,451.5,2,2025-01-13 10:40:00,12,38.88,62.18,21.76,60.03,386.33,21.03,63.82,15.25,11.88,3271.39,1.3,0.919,1.54,0,None,0,31.8,51.4,80.8
KS-0002,Gir,3.5,451.5,2,2025-01-14 16:52:00,13,38.95,39.84,25.98,73.88,445.4,19.07,68.64,20.82,11.94,3933.45,1.5,0.988,1.55,0,None,0,32.6,80.3,87.1
KS-0002,Gir,3.5,451.5,2,2025-01-15 08:47:00,14,39.37,41.56,19.44,59.47,484.35,27.74,66.15,27.19,12.04,4452.74,1.0,0.901,1.61,0,None,0,23.9,60.0,71.2
KS-0002,Gir,3.5,451.5,2,2025-01-16 07:45:00,15,38.62,63.8,23.44,79.71,410.65,25.09,67.02,19.1,11.13,2024.22,1.3,0.924,1.41,0,None,0,35.7,49.4,85.5
KS-0002,Gir,3.5,451.5,2,2025-01-17 12:22:00,16,39.22,58.33,24.94,67.32,421.84,20.7,76.81,24.57,13.5,4413.48,1.2,0.911,1.61,0,None,0,32.7,84.8,88.1
KS-0002,Gir,3.5,451.5,2,2025-01-18 13:49:00,17,38.82,43.17,28.91,69.88,503.72,27.46,57.38,24.09,10.47,4757.22,1.4,0.926,1.66,0,None,0,24.3,73.8,73.1
KS-0002,Gir,3.5,451.5,2,2025-01-19 14:29:00,18,38.58,59.01,20.49,79.61,468.65,25.75,55.57,25.29,12.9,3982.03,1.0,0.94,1.54,0,None,0,32.4,44.3,80.3
KS-0002,Gir,3.5,451.5,2,2025-01-20 16:34:00,19,39.04,62.22,16.17,82.44,497.85,18.33,69.98,16.7,13.01,3331.7,1.1,0.985,1.57,0,None,0,28.6,49.1,76.3
KS-0002,Gir,3.5,451.5,2,2025-01-21 12:31:00,20,38.65,52.99,24.85,71.29,458.98,26.9,74.75,22.57,10.56,4717.09,1.3,0.948,1.57,0,None,0,39.8,52.0,91.4
KS-0002,Gir,3.5,451.5,2,2025-01-22 13:31:00,21,39.03,72.66,18.31,82.38,495.42,27.63,61.99,29.24,11.37,2286.59,1.3,0.95,1.47,0,None,0,27.4,78.1,78.5
KS-0002,Gir,3.5,451.5,2,2025-01-23 18:57:00,22,39.04,43.72,21.71,68.74,402.97,22.54,49.98,29.31,11.06,3267.99,1.3,0.999,1.67,0,None,0,39.0,88.0,99.2
KS-0002,Gir,3.5,451.5,2,2025-01-24 10:15:00,23,39.36,59.47,25.99,72.43,406.93,23.06,39.48,18.01,13.35,3302.06,1.0,0.911,1.49,0,None,0,39.9,42.2,89.1
KS-0002,Gir,3.5,451.5,2,2025-01-25 18:06:00,24,38.7,55.9,29.31,71.03,413.48,23.92,48.62,14.9,10.16,2120.89,1.1,0.992,1.59,0,None,0,31.3,77.9,84.6
KS-0002,Gir,3.5,451.5,2,2025-01-26 08:44:00,25,38.68,71.95,21.71,70.68,408.54,19.99,40.76,26.67,13.44,4249.11,1.3,0.943,1.41,0,None,0,22.0,60.8,68.6
KS-0002,Gir,3.5,451.5,2,2025-01-27 11:05:00,26,38.35,78.34,19.25,58.92,501.08,22.01,67.55,26.54,13.52,4507.66,1.3,0.911,1.45,0,None,0,36.1,69.2,90.3
KS-0002,Gir,3.5,451.5,2,2025-01-28 16:31:00,27,38.36,50.66,25.6,68.16,452.94,26.24,67.63,29.22,12.83,2847.51,1.4,0.931,1.7,0,None,0,35.1,68.1,88.6
KS-0002,Gir,3.5,451.5,2,2025-01-29 12:00:00,28,38.66,57.35,28.64,50.28,492.5,24.17,70.59,20.78,11.34,3472.03,1.4,0.965,1.65,0,None,0,31.0,43.5,78.4
KS-0002,Gir,3.5,451.5,2,2025-01-30 19:55:00,29,39.3,47.06,17.79,56.53,437.32,26.92,63.64,13.05,11.29,2628.91,1.2,0.979,1.64,0,None,0,38.5,40.6,87.0
KS-0003,Sahiwal,6.2,643.1,1,2025-01-01 10:27:00,0,38.74,69.0,20.71,63.34,445.77,20.88,77.71,22.84,10.38,3887.05,1.1,0.904,1.59,0,None,0,27.6,53.6,75.6
KS-0003,Sahiwal,6.2,643.1,1,2025-01-02 17:01:00,1,39.26,48.38,24.13,65.1,377.87,22.61,79.2,15.27,12.69,2267.42,1.4,0.928,1.54,0,None,0,33.5,52.1,83.2
KS-0003,Sahiwal,6.2,643.1,1,2025-01-03 09:44:00,2,38.43,48.26,15.38,58.2,412.22,18.97,64.03,24.26,13.33,4714.11,1.3,0.975,1.43,0,None,0,28.7,86.0,81.7
KS-0003,Sahiwal,6.2,643.1,1,2025-01-04 11:42:00,3,38.87,74.71,24.93,73.08,413.08,22.77,65.53,20.3,10.09,2053.35,1.2,0.968,1.48,0,None,0,23.3,49.3,69.4
KS-0003,Sahiwal,6.2,643.1,1,2025-01-05 10:49:00,4,39.26,72.01,19.44,60.91,450.33,21.78,71.2,17.13,11.91,4887.26,1.2,0.92,1.66,0,None,0,37.5,77.4,94.3
KS-0003,Sahiwal,6.2,643.1,1,2025-01-06 14:21:00,5,38.57,68.02,19.94,75.63,504.91,21.0,60.86,24.54,13.55,3693.55,1.1,0.915,1.47,0,None,0,35.5,68.6,89.3
KS-0003,Sahiwal,6.2,643.1,1,2025-01-07 16:08:00,6,38.73,58.65,25.65,54.16,501.88,24.11,64.29,13.79,12.74,2670.26,1.1,0.95,1.64,0,None,0,23.2,63.7,70.6
KS-0003,Sahiwal,6.2,643.1,1,2025-01-08 18:52:00,7,38.56,69.54,25.39,81.73,407.4,23.18,60.13,21.16,10.19,1982.11,1.1,0.974,1.66,0,None,0,30.1,65.7,80.8
KS-0003,Sahiwal,6.2,643.1,1,2025-01-09 11:14:00,8,38.56,77.65,15.88,76.61,434.7,21.67,76.86,18.94,11.52,3902.2,1.2,0.95,1.61,0,None,0,35.7,40.7,83.6
KS-0003,Sahiwal,6.2,643.1,1,2025-01-10 08:43:00,9,39.11,75.23,26.31,71.12,472.11,24.51,47.71,16.8,10.72,2597.65,1.2,0.921,1.42,0,None,0,36.8,73.0,92.2
KS-0003,Sahiwal,6.2,643.1,1,2025-01-11 06:37:00,10,38.92,64.82,23.15,77.67,470.84,26.21,80.38,26.43,10.67,2549.7,1.2,0.99,1.66,0,None,0,36.1,61.4,88.6
KS-0003,Sahiwal,6.2,643.1,1,2025-01-12 19:58:00,11,38.86,67.98,16.64,75.15,522.28,20.81,52.49,12.64,10.24,2464.74,1.2,0.936,1.43,0,None,0,34.2,46.9,83.0
KS-0003,Sahiwal,6.2,643.1,1,2025-01-13 14:19:00,12,38.94,73.55,23.86,70.4,445.38,26.75,60.11,28.93,13.54,2342.31,1.0,0.968,1.65,0,None,0,29.4,50.2,77.4
KS-0003,Sahiwal,6.2,643.1,1,2025-01-14 11:21:00,13,38.95,42.37,24.68,72.56,508.66,26.84,63.74,13.79,12.98,4057.75,1.0,0.961,1.48,0,None,0,31.0,88.8,85.9
KS-0003,Sahiwal,6.2,643.1,1,2025-01-15 13:47:00,14,38.75,71.52,25.18,71.51,489.07,19.12,54.29,23.93,12.26,4296.61,1.2,0.908,1.68,0,None,0,25.0,45.7,71.2
KS-0003,Sahiwal,6.2,643.1,1,2025-01-16 17:55:00,15,38.48,47.81,15.17,63.14,422.91,18.82,79.08,26.83,12.74,3457.35,1.4,0.898,1.45,0,None,0,39.7,59.8,93.3
KS-0003,Sahiwal,6.2,643.1,1,2025-01-17 12:41:00,16,38.63,54.12,22.88,83.96,387.94,19.57,77.9,11.37,12.78,3744.18,1.1,0.981,1.52,0,None,0,31.2,85.2,85.7
KS-0003,Sahiwal,6.2,643.1,1,2025-01-18 18:16:00,17,39.24,60.58,28.16,82.57,481.95,26.47,46.59,19.74,13.72,3788.68,1.2,0.995,1.68,0,None,0,32.3,56.9,82.4
KS-0003,Sahiwal,6.2,643.1,1,2025-01-19 09:24:00,18,38.31,52.09,24.51,77.25,392.14,21.61,61.47,15.23,13.73,4876.07,1.4,0.961,1.64,0,None,0,31.2,75.2,84.0
KS-0003,Sahiwal,6.2,643.1,1,2025-01-20 18:31:00,19,38.71,68.46,26.48,57.65,478.1,19.2,65.63,28.55,14.04,2691.95,1.2,0.991,1.46,0,None,0,33.0,50.0,82.1
KS-0003,Sahiwal,6.2,643.1,1,2025-01-21 08:10:00,20,38.94,66.28,27.42,79.09,426.3,25.33,51.2,19.18,11.08,2197.0,1.3,0.921,1.57,0,None,0,31.1,57.5,80.9
KS-0003,Sahiwal,6.2,643.1,1,2025-01-22 06:42:00,21,38.72,61.33,20.62,59.52,402.3,18.8,79.93,28.91,11.77,2694.13,1.3,0.942,1.67,0,None,0,25.2,54.7,72.5
KS-0003,Sahiwal,6.2,643.1,1,2025-01-23 08:57:00,22,39.35,72.25,18.71,74.83,488.72,20.83,57.34,25.19,13.5,4464.09,1.0,0.97,1.58,0,None,0,29.0,57.8,78.0
KS-0003,Sahiwal,6.2,643.1,1,2025-01-24 16:47:00,23,38.54,44.03,28.66,64.53,460.76,18.84,42.44,22.44,10.92,4115.09,1.3,0.988,1.64,0,None,0,26.4,61.2,74.9
KS-0003,Sahiwal,6.2,643.1,1,2025-01-25 19:08:00,24,38.37,70.82,16.61,49.9,518.87,23.83,75.27,25.24,10.24,3688.9,1.2,0.989,1.44,0,None,0,32.4,78.1,86.4
KS-0003,Sahiwal,6.2,643.1,1,2025-01-26 18:48:00,25,38.59,57.01,23.97,59.03,467.28,27.5,73.22,20.95,13.1,3933.92,1.1,0.905,1.5,0,None,0,39.3,62.2,93.3
KS-0003,Sahiwal,6.2,643.1,1,2025-01-27 09:12:00,26,38.88,60.79,19.11,69.16,451.05,25.04,78.24,17.04,10.16,3302.79,1.1,0.909,1.63,0,None,0,29.2,62.2,79.0
KS-0003,Sahiwal,6.2,643.1,1,2025-01-28 19:44:00,27,39.02,70.51,22.04,68.87,418.01,26.88,62.81,24.84,11.24,4531.68,1.4,0.938,1.59,0,None,0,40.0,49.6,91.1
KS-0003,Sahiwal,6.2,643.1,1,2025-01-29 19:32:00,28,38.77,52.02,22.74,81.78,460.11,22.55,68.31,17.96,10.23,2640.27,1.1,0.927,1.39,0,None,0,37.4,76.6,93.9
KS-0003,Sahiwal,6.2,643.1,1,2025-01-30 11:56:00,29,39.16,63.5,20.98,59.94,480.65,21.69,61.92,26.77,13.17,4409.19,1.5,0.932,1.64,0,None,0,28.0,59.7,76.9
KS-0004,Jersey,7.1,398.4,1,2025-01-01 12:51:00,0,38.89,68.52,16.36,56.21,430.64,25.77,51.49,14.31,13.44,4380.16,1.0,0.905,1.44,0,None,0,22.6,89.5,71.8
KS-0004,Jersey,7.1,398.4,1,2025-01-02 18:41:00,1,38.77,46.77,20.29,73.45,516.9,22.76,64.76,24.36,9.96,2355.62,1.1,0.93,1.53,0,None,0,33.7,79.0,88.6
KS-0004,Jersey,7.1,398.4,1,2025-01-03 12:01:00,2,38.96,60.36,16.31,84.21,425.18,24.36,66.63,15.96,10.4,5012.76,1.2,0.913,1.64,0,None,0,37.2,64.1,90.8
KS-0004,Jersey,7.1,398.4,1,2025-01-04 07:00:00,3,39.04,66.77,27.46,70.43,403.07,23.43,73.8,27.42,10.67,5025.36,1.3,0.96,1.58,0,None,0,23.5,86.2,73.0
KS-0004,Jersey,7.1,398.4,1,2025-01-05 10:39:00,4,38.35,76.85,28.48,56.95,293.22,17.69,52.69,18.48,10.38,4453.22,1.3,0.977,1.6,1,Metabolic_Disorder,1,26.6,80.2,77.5
KS-0004,Jersey,7.1,398.4,1,2025-01-06 08:53:00,5,39.0,70.19,26.84,44.5,296.75,14.6,53.44,14.21,12.55,4495.81,1.3,0.998,1.65,1,Metabolic_Disorder,1,34.2,55.4,84.7
